"R‚f‚rence
immobilisation";"D‚signation
";"Date 
d'acquisition";"Date de
mise en service";"Valeur
d'acquisition";"Valeur
r‚siduelle";;"Groupe 
immobilisation";"Libell‚ groupe
immobilisation"
MOB/000633/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000634/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000635/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000636/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000637/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000638/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000639/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000640/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000641/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000642/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000643/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000644/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000645/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000646/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000647/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000648/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000649/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000650/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000651/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000652/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000653/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000654/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000655/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000656/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000657/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000658/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000659/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000660/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000661/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000662/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000663/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000664/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000665/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000666/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000667/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000668/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000669/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000670/CAB100;Chaise pliante collectivit‚s;01/03/2004;01/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000671/CAB100;Fauteuil ACTIVA;01/03/2004;01/03/2004;219069;0;;881;MOBILIER DE BUREAU
MOB/000672/CAB100;Fauteuil ACTIVA;01/03/2004;01/03/2004;219069;0;;881;MOBILIER DE BUREAU
MOB/000673/CAB100;Fauteuil ACTIVA;01/03/2004;01/03/2004;219069;0;;881;MOBILIER DE BUREAU
MOB/000674/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000675/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000676/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000677/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000678/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000679/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000680/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000681/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000682/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000683/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000684/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000685/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000686/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000687/CAB100;SiŠge SYDNEY PRO;01/03/2004;01/03/2004;151907;0;;881;MOBILIER DE BUREAU
MOB/000688/CAB100;Table de r‚union;01/03/2004;01/03/2004;202542;0;;881;MOBILIER DE BUREAU
MOB/000689/CAB100;Table de r‚union;01/03/2004;01/03/2004;202542;0;;881;MOBILIER DE BUREAU
MOB/000690/CAB100;Table de r‚union;01/03/2004;01/03/2004;202542;0;;881;MOBILIER DE BUREAU
MOB/000691/CAB100;Table de r‚union;01/03/2004;01/03/2004;202542;0;;881;MOBILIER DE BUREAU
MOB/000692/CAB100;Table de r‚union;01/03/2004;01/03/2004;202542;0;;881;MOBILIER DE BUREAU
MOB/000693/CAB100;Plateau 1/4 de rond;01/03/2004;01/03/2004;73951;0;;881;MOBILIER DE BUREAU
MOB/000694/CAB100;Plateau 1/4 de rond;01/03/2004;01/03/2004;73951;0;;881;MOBILIER DE BUREAU
MOB/000695/CAB100;Plateau 1/4 de rond;01/03/2004;01/03/2004;73951;0;;881;MOBILIER DE BUREAU
MOB/000696/CAB100;Plateau 1/4 de rond;01/03/2004;01/03/2004;73951;0;;881;MOBILIER DE BUREAU
MOB/000697/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000698/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000699/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000700/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000701/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000702/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000703/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000704/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000705/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000706/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000707/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000708/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000709/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000710/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000711/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000712/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000713/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000714/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000715/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000716/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000717/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000718/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000719/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000720/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000721/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000722/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000723/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000724/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000725/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000726/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000727/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000728/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000729/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000730/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000731/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000732/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000733/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000734/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000735/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000736/CAB100;Bloc trapps H 1,05*L0,41*P0,34;01/03/2004;01/03/2004;161359;0;;881;MOBILIER DE BUREAU
MOB/000737/CAB100;Canap‚ 3 places;01/03/2004;01/03/2004;1419039;0;;881;MOBILIER DE BUREAU
MOB/000738/CAB100;Canap‚ 3 places;01/03/2004;01/03/2004;1419039;0;;881;MOBILIER DE BUREAU
MOB/000739/CAB100;Canap‚ 3 places;01/03/2004;01/03/2004;1419039;0;;881;MOBILIER DE BUREAU
MOB/000740/CAB100;Canap‚ 2 places;01/03/2004;01/03/2004;908107;0;;881;MOBILIER DE BUREAU
MOB/000092/DFI100;Chaise pliante collectivit‚s;02/03/2004;02/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000495/CAB100;chaise pliantes collectivit‚;02/03/2004;02/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000497/CAB100;chaises pliantes;02/03/2004;02/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000427/CAB100;chaises collectivit‚ ‚l‚na;03/03/2004;03/03/2004;80267;0;;881;MOBILIER DE BUREAU
MOB/000498/CAB100;chaise collectivit‚ El‚na;03/03/2004;03/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000499/CAB100;chaise collectivit‚ El‚na;04/03/2004;04/03/2004;65519;0;;881;MOBILIER DE BUREAU
MAE/000012/CAB100;Mat‚riel ‚l‚ctro.jet d'eau;05/03/2004;05/03/2004;15620687;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000066/CRO100;GE 40KVA+cuve;05/03/2004;05/03/2004;15095268;0;;859;MATERIEL ELECTROMECANIQUE
MAC/000002/CAB100;Mat‚riel climatisation;05/03/2004;05/03/2004;94215180;0;;873;MATERIEL DE CLIMATISATION
MOB/000500/CAB100;chaise collectivit‚ El‚na;05/03/2004;05/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000501/CAB100;chaise collectivit‚ El‚na;06/03/2004;06/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000502/CAB100;chaise collectivit‚ El‚na;07/03/2004;07/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000503/CAB100;chaise collectivit‚ El‚na;08/03/2004;08/03/2004;65519;0;;881;MOBILIER DE BUREAU
MOB/000504/CAB100;chaise collectivit‚ El‚na;09/03/2004;09/03/2004;65519;0;;881;MOBILIER DE BUREAU
MAE/000009/CRP175;Mot.X3 Grundfos/ppe imm.1,5Kw;10/03/2004;10/03/2004;238000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000015/CRP100;Mot.X3Grundfos/ppe imm.1,5Kw;10/03/2004;10/03/2004;238000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000016/CRP100;Mot.X3Grundfos/ppe imm.2,2Kw;10/03/2004;10/03/2004;299000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000025/CRO175;Mot.elec.X3Grundfos/ppe imm4Kw;10/03/2004;10/03/2004;382000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000043/CRK175;Mot.X3 Grundfos/ppe imm.5,5Kw;10/03/2004;10/03/2004;456000;0;;859;MATERIEL ELECTROMECANIQUE
MAB/000003/CRP125;Machine a Calculer a Bande;18/03/2004;18/03/2004;80000;0;;872;MATERIEL DE BUREAU
MAB/000011/CRK100;Calculatrice Bande SHARP 2607R;18/03/2004;18/03/2004;80000;0;;872;MATERIEL DE BUREAU
MAB/000012/CRK100;Calculatrice Bande SHARP 2607R;18/03/2004;18/03/2004;80000;0;;872;MATERIEL DE BUREAU
MAB/000013/CRK100;Calculatrice Bande SHARP 2607R;18/03/2004;18/03/2004;80000;0;;872;MATERIEL DE BUREAU
MAI/000001/CRB150;Onduleur elite 2002;25/03/2004;25/03/2004;189900;0;;879;MATERIEL INFORMATIQUE
MAI/000018/DRB600;Imprimante jet encre couleur;25/03/2004;25/03/2004;64700;0;;879;MATERIEL INFORMATIQUE
MAI/000019/DRB600;Imprimantes Laser;25/03/2004;25/03/2004;229000;0;;879;MATERIEL INFORMATIQUE
MAE/000031/DRB250;Module sol.NR 100G24 24V 100W;06/04/2004;06/04/2004;1023287;0;;857;MATERIEL ELECTRIQUE
MAE/000032/DRB250;Module sol.NR 100G24 24V 100W;06/04/2004;06/04/2004;1023287;0;;857;MATERIEL ELECTRIQUE
MAE/000033/DRB250;Module sol.NR 100G24 24V 100W;06/04/2004;06/04/2004;1023287;0;;857;MATERIEL ELECTRIQUE
MAE/000034/DRB250;Module sol.NR 100G24 24V 100W;06/04/2004;06/04/2004;1023287;0;;857;MATERIEL ELECTRIQUE
MAE/000044/CRK175;Electropompe Immergee SP8A18;06/04/2004;06/04/2004;767000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000045/CRK175;Electropompe Immergee SP8A18;06/04/2004;06/04/2004;767000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000003/DRO675;Groupe electrogene 20KVA;10/04/2004;10/04/2004;12525000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000012/CRY175;Electropompe Grundfos SP5A17;14/04/2004;14/04/2004;515000;0;;859;MATERIEL ELECTROMECANIQUE
MAC/000003/CRK200;Climatiseur Samsung 1,5 CHV;14/04/2004;14/04/2004;485000;0;;873;MATERIEL DE CLIMATISATION
MAE/000017/CRF125;Pompe doseuse Alldos KM 205;19/04/2004;19/04/2004;196080;0;;859;MATERIEL ELECTROMECANIQUE
MTC/000014/CRK100;Portable Packs Sendo S-300;22/04/2004;22/04/2004;38135;0;;875;MATERIEL DE COMMUNICATION
MAI/000001/CRP100;Serveur AS 400 Marque IBM;27/04/2004;27/04/2004;10000000;0;;879;MATERIEL INFORMATIQUE
MOB/000057/DRK100;Etagere de rangement;05/05/2004;05/05/2004;61000;0;;881;MOBILIER DE BUREAU
MAE/000029/CRO100;Coff.Manque Eau 5,5KW 220V50Hz;11/05/2004;11/05/2004;326048;0;;857;MATERIEL ELECTRIQUE
MOB/000015/CRB125;Armoire metallique;14/05/2004;14/05/2004;275000;0;;881;MOBILIER DE BUREAU
OUT/000005/CRO225;Tir Fort;18/05/2004;18/05/2004;475000;0;;865;MATERIEL ET OUTILLAGE
MOB/000011/CRK150;Table pour micro ordinateur;19/05/2004;19/05/2004;140000;0;;881;MOBILIER DE BUREAU
MOB/000058/DRK100;Placard pour dossiers;24/05/2004;24/05/2004;65500;0;;881;MOBILIER DE BUREAU
MAB/000007/CRO100;Photocopieuse CANON NP 6317;30/05/2004;30/05/2004;1745000;0;;872;MATERIEL DE BUREAU
EAR/000001/DAS100;Moto Yamaha Dame V 80 S;02/06/2004;02/06/2004;1499999;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
EAR/000002/DAS100;Moto Yamaha Dame V 80 S;07/06/2004;07/06/2004;1499999;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
MAE/000009/DAS100;Regulateur de Tension 1000W;10/06/2004;10/06/2004;263250;0;;857;MATERIEL ELECTRIQUE
MAE/000115/DRO250;Pompe doseuse Alldos 226-190 L;10/06/2004;10/06/2004;1345021;0;;859;MATERIEL ELECTROMECANIQUE
OUT/000005/DQE100;Balance;11/06/2004;11/06/2004;1196000;0;;865;MATERIEL ET OUTILLAGE
OUT/000006/DQE100;Balance;11/06/2004;11/06/2004;1196000;0;;865;MATERIEL ET OUTILLAGE
OUT/000041/DRO250;Generateur d'Azote;11/06/2004;11/06/2004;7590000;0;;865;MATERIEL ET OUTILLAGE
OUT/000042/DRO250;Agitateur Magnetique;11/06/2004;11/06/2004;430000;0;;865;MATERIEL ET OUTILLAGE
OUT/000043/DRO250;Agitateur Magnetique;11/06/2004;11/06/2004;430000;0;;865;MATERIEL ET OUTILLAGE
EAR/000003/DAS100;Moto Yamaha Dame V 80 S;11/06/2004;11/06/2004;1500000;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
EAR/000004/DAS100;Moto Yamaha Dame V 80 S;11/06/2004;11/06/2004;1500000;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
MOB/000058/CRK100;Fauteuil de bureau;14/06/2004;14/06/2004;200000;0;;881;MOBILIER DE BUREAU
MOB/000059/CRK100;Table pour ordinateur;14/06/2004;14/06/2004;100000;0;;881;MOBILIER DE BUREAU
MAE/000024/DAS100;Anti-belier ballon 0,5 m3 type A R;15/06/2004;15/06/2004;3263409;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000025/DAS100;Panier d‚grilleur amille 50mm;15/06/2004;15/06/2004;1232114;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000026/DAS100;Tableau g‚n‚ral BT;15/06/2004;15/06/2004;239012;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000027/DAS100;Pompe submersible de relevage 80l/s;15/06/2004;15/06/2004;7499500;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000028/DAS100;Pompe submersible de relevage 80l/s;15/06/2004;15/06/2004;7499500;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000029/DAS100;Anti-belier ballon 0,3 m3 type R IE;15/06/2004;15/06/2004;15672662;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000030/DAS100;Panier d‚grilleur amille 50mm;15/06/2004;15/06/2004;2598454;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000031/DAS100;Armoire de pompe et ‚clairage local;15/06/2004;15/06/2004;13299572;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000032/DAS100;Tableau g‚n‚ral BT;15/06/2004;15/06/2004;359983;0;;859;MATERIEL ELECTROMECANIQUE
MAB/000002/CRP100;Copieur Canon Num.Laser IR1600;15/06/2004;15/06/2004;2198500;0;;872;MATERIEL DE BUREAU
MOB/000014/CRY100;Table pour ordinateur;16/06/2004;16/06/2004;147500;0;;881;MOBILIER DE BUREAU
MAC/000010/DME300;Climatiseur Split 3CV Samsung;17/06/2004;17/06/2004;750000;0;;873;MATERIEL DE CLIMATISATION
MAC/000011/DME300;Climatiseur Split 3CV Samsung;17/06/2004;17/06/2004;750000;0;;873;MATERIEL DE CLIMATISATION
MOB/000012/CRK175;Arm.metall.2battants 4etageres;18/06/2004;18/06/2004;165500;0;;881;MOBILIER DE BUREAU
MOB/000018/CRK200;Fauteuil roulant pivotant;18/06/2004;18/06/2004;167500;0;;881;MOBILIER DE BUREAU
EAR/000001/CRK100;Yamaha 100 Delux;18/06/2004;18/06/2004;1781800;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
EAR/000001/CRO125;Yamaha 100 Delux;18/06/2004;18/06/2004;1781800;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
EAR/000002/CRP125;Yamaha 100 Delux;18/06/2004;18/06/2004;1781800;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
MOB/000009/CRK125;Table pour ordinateur;21/06/2004;21/06/2004;100000;0;;881;MOBILIER DE BUREAU
MAI/000361/DSI400;Onduleur APC 5KVA;22/06/2004;22/06/2004;2279000;0;;879;MATERIEL INFORMATIQUE
MAI/000362/DSI400;Onduleur APC 5KVA;22/06/2004;22/06/2004;2279000;0;;879;MATERIEL INFORMATIQUE
MTC/000015/CRK100;Appareil Fax;23/06/2004;23/06/2004;320000;0;;875;MATERIEL DE COMMUNICATION
MAE/000090/CRK100;Electropompe subm.Flygt 5,2kw;25/06/2004;25/06/2004;2198000;0;;859;MATERIEL ELECTROMECANIQUE
EAR/000001/DRO675;Vehicule TEEREM TRI'Pick-Up;26/06/2004;26/06/2004;2470000;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
EAR/000002/DRO675;Vehicule TEEREM TRI'Pick-Up;26/06/2004;26/06/2004;2470000;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
MAE/000005/DRO625;SDMO groupe ‚lectrogŠne;30/06/2004;30/06/2004;16400700;0;;859;MATERIEL ELECTROMECANIQUE
CTR/000002/CRK275;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;129378;0;;867;COMPTEURS
CTR/000002/CRL125;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;261076;0;;867;COMPTEURS
CTR/000004/CRY100;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;1183426;0;;867;COMPTEURS
CTR/000005/CRK200;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;357466;0;;867;COMPTEURS
CTR/000005/CRO200;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;166078;0;;867;COMPTEURS
CTR/000006/CRK125;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;206026;0;;867;COMPTEURS
CTR/000007/CRL175;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;56442;0;;867;COMPTEURS
CTR/000008/CRO175;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;149584;0;;867;COMPTEURS
CTR/000009/CRO225;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;167470;0;;867;COMPTEURS
CTR/000010/CRP100;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;355146;0;;867;COMPTEURS
CTR/000012/CRB175;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;279890;0;;867;COMPTEURS
CTR/000012/CRK225;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;73864;0;;867;COMPTEURS
CTR/000013/CRB150;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;548780;0;;867;COMPTEURS
CTR/000014/CRO100;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;2044694;0;;867;COMPTEURS
CTR/000015/CRL100;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;732354;0;;867;COMPTEURS
CTR/000016/CRK250;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;317982;0;;867;COMPTEURS
CTR/000018/CRK150;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;484060;0;;867;COMPTEURS
CTR/000018/CRY125;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;704792;0;;867;COMPTEURS
CTR/000019/CRB100;Compteurs poses 1er Semestre;30/06/2004;30/06/2004;1518722;0;;867;COMPTEURS
